,result,table,_start,_stop,_time,_value,_field,_measurement,deployment,namespace
,mean,0,2026-02-26T05:47:21Z,2026-02-26T06:57:22Z,2026-02-26T05:47:30Z,0,response_time_raw,monitoring_cluster,hpa-flask-app,default
,mean,0,2026-02-26T05:47:21Z,2026-02-26T06:57:22Z,2026-02-26T05:47:40Z,0,response_time_raw,monitoring_cluster,hpa-flask-app,default
,mean,0,2026-02-26T05:47:21Z,2026-02-26T06:57:22Z,2026-02-26T05:47:50Z,0,response_time_raw,monitoring_cluster,hpa-flask-app,default
,mean,0,2026-02-26T05:47:21Z,2026-02-26T06:57:22Z,2026-02-26T05:48:00Z,0,response_time_raw,monitoring_cluster,hpa-flask-app,default
,mean,0,2026-02-26T05:47:21Z,2026-02-26T06:57:22Z,2026-02-26T05:48:10Z,0,response_time_raw,monitoring_cluster,hpa-flask-app,default
,mean,0,2026-02-26T05:47:21Z,2026-02-26T06:57:22Z,2026-02-26T05:48:20Z,0,response_time_raw,monitoring_cluster,hpa-flask-app,default
,mean,0,2026-02-26T05:47:21Z,2026-02-26T06:57:22Z,2026-02-26T05:48:30Z,0,response_time_raw,monitoring_cluster,hpa-flask-app,default
,mean,0,2026-02-26T05:47:21Z,2026-02-26T06:57:22Z,2026-02-26T05:48:40Z,0,response_time_raw,monitoring_cluster,hpa-flask-app,default
,mean,0,2026-02-26T05:47:21Z,2026-02-26T06:57:22Z,2026-02-26T05:48:50Z,0,response_time_raw,monitoring_cluster,hpa-flask-app,default
,mean,0,2026-02-26T05:47:21Z,2026-02-26T06:57:22Z,2026-02-26T05:49:00Z,0,response_time_raw,monitoring_cluster,hpa-flask-app,default
,mean,0,2026-02-26T05:47:21Z,2026-02-26T06:57:22Z,2026-02-26T05:49:10Z,0,response_time_raw,monitoring_cluster,hpa-flask-app,default
,mean,0,2026-02-26T05:47:21Z,2026-02-26T06:57:22Z,2026-02-26T05:49:20Z,0,response_time_raw,monitoring_cluster,hpa-flask-app,default
,mean,0,2026-02-26T05:47:21Z,2026-02-26T06:57:22Z,2026-02-26T05:49:30Z,8.294117647058824,response_time_raw,monitoring_cluster,hpa-flask-app,default
,mean,0,2026-02-26T05:47:21Z,2026-02-26T06:57:22Z,2026-02-26T05:49:40Z,48.416666666666664,response_time_raw,monitoring_cluster,hpa-flask-app,default
