,result,table,_start,_stop,_time,_value,_field,_measurement,deployment,namespace
,mean,0,2026-02-22T17:09:02Z,2026-02-22T18:19:04Z,2026-02-22T17:09:10Z,6.44983144906851,memory,monitoring_cluster,hpa-flask-app,default
,mean,0,2026-02-22T17:09:02Z,2026-02-22T18:19:04Z,2026-02-22T17:09:20Z,6.450653076171875,memory,monitoring_cluster,hpa-flask-app,default
,mean,0,2026-02-22T17:09:02Z,2026-02-22T18:19:04Z,2026-02-22T17:09:30Z,6.454018985523897,memory,monitoring_cluster,hpa-flask-app,default
,mean,0,2026-02-22T17:09:02Z,2026-02-22T18:19:04Z,2026-02-22T17:09:40Z,6.4528147379557295,memory,monitoring_cluster,hpa-flask-app,default
,mean,0,2026-02-22T17:09:02Z,2026-02-22T18:19:04Z,2026-02-22T17:09:50Z,6.450967227711397,memory,monitoring_cluster,hpa-flask-app,default
,mean,0,2026-02-22T17:09:02Z,2026-02-22T18:19:04Z,2026-02-22T17:10:00Z,6.449441348805147,memory,monitoring_cluster,hpa-flask-app,default
,mean,0,2026-02-22T17:09:02Z,2026-02-22T18:19:04Z,2026-02-22T17:10:10Z,6.447466681985294,memory,monitoring_cluster,hpa-flask-app,default
,mean,0,2026-02-22T17:09:02Z,2026-02-22T18:19:04Z,2026-02-22T17:10:20Z,6.44073486328125,memory,monitoring_cluster,hpa-flask-app,default
,mean,0,2026-02-22T17:09:02Z,2026-02-22T18:19:04Z,2026-02-22T17:10:30Z,6.440056694878472,memory,monitoring_cluster,hpa-flask-app,default
,mean,0,2026-02-22T17:09:02Z,2026-02-22T18:19:04Z,2026-02-22T17:10:40Z,6.4416249593098955,memory,monitoring_cluster,hpa-flask-app,default
,mean,0,2026-02-22T17:09:02Z,2026-02-22T18:19:04Z,2026-02-22T17:10:50Z,6.445088106043198,memory,monitoring_cluster,hpa-flask-app,default
,mean,0,2026-02-22T17:09:02Z,2026-02-22T18:19:04Z,2026-02-22T17:11:00Z,6.447601318359375,memory,monitoring_cluster,hpa-flask-app,default
,mean,0,2026-02-22T17:09:02Z,2026-02-22T18:19:04Z,2026-02-22T17:11:10Z,6.444549560546875,memory,monitoring_cluster,hpa-flask-app,default
