Wall time,Step,Value
1770067683.952885,200,16.601346969604492
1770083569.5048816,400,15.52129077911377
1770102324.1660507,600,15.070137977600098
1770118573.908475,800,15.857732772827148
1770136544.8868074,1000,15.558023452758789
1770155549.5823288,1200,14.786357879638672
1770172339.1999714,1400,13.148152351379395
1770192209.1126697,1600,14.07070255279541
1770313289.031381,1800,15.68742561340332
1770331116.6653626,2000,16.765148162841797
1770346719.660494,2200,17.862943649291992
1770362839.5430784,2400,17.310625076293945
1770380124.0850506,2600,18.072860717773438
1770396389.2637875,2800,18.196874618530273
1770414184.3268032,3000,18.432727813720703
1770429814.6317766,3200,18.03060531616211
1770445454.1091247,3400,17.942724227905273
1770463049.101373,3600,17.358964920043945
1770478264.0349684,3800,17.07558822631836
1770496364.926705,4000,16.623090744018555
1770511289.1334157,4200,16.191120147705078
1770525854.0703845,4400,15.940390586853027
1770543039.128633,4600,15.585232734680176
1770557789.198906,4800,15.287997245788574
1770574855.455867,5000,15.135213851928711
1770590899.1789324,5200,14.739834785461426
1770608989.483238,5400,14.430644989013672
1770626329.0661626,5600,14.166546821594238
1770639614.1885822,5800,13.984797477722168
1770654794.1092806,6000,13.780733108520508
1770667599.1079972,6200,13.804520606994629
1770680049.176694,6400,13.959844589233398
1770694179.0481582,6600,13.57264232635498
1770705774.1200883,6800,12.76284408569336
1770719678.3919954,7000,12.022945404052734
1770731689.126527,7200,11.213752746582031
1770744869.0663836,7400,11.038994789123535
1770758639.018748,7600,10.371722221374512
1770770819.0503561,7800,9.975724220275879
1770783319.3645656,8000,9.519266128540039
1770794519.0924146,8200,9.204264640808105
1770805384.0176363,8400,8.824214935302734
1770819719.0557406,8600,8.724893569946289
1770830659.2577505,8800,8.559233665466309
1770843459.4247024,9000,8.479015350341797
1770854409.1311464,9200,8.460786819458008
1770864864.083058,9400,8.283177375793457
1770878249.133254,9600,8.147054672241211
1770888714.0760412,9800,7.972526550292969
1770901500.5093818,10000,7.671669006347656
1770911484.0212684,10200,7.577337741851807
1770922229.5600471,10400,7.627968788146973
1770933988.9094443,10600,7.856868743896484
1770944653.9581969,10800,7.752626419067383
1770959320.8822372,11000,7.954444408416748
1770970483.9255714,11200,8.531515121459961
1770980844.00433,11400,8.969696998596191
1770993114.745093,11600,9.193939208984375
1771003559.1322656,11800,9.114444732666016
1771015588.7994049,12000,9.279797554016113
1771025659.0647652,12200,9.31515121459961
1771038459.03966,12400,9.607575416564941
1771050384.1364942,12600,9.702424049377441
1771061049.1818976,12800,9.807475090026855
1771074164.1349645,13000,10.277373313903809
1771084649.4742544,13200,10.787575721740723
1771095379.0970232,13400,10.978989601135254
1771108159.0252752,13600,11.226363182067871
1771118729.0503004,13800,11.626667022705078
1771131033.0814822,14000,11.806767463684082
1771140834.0076725,14200,11.83565616607666
1771151979.0025373,14400,11.902828216552734
1771165068.957029,14600,11.855555534362793
1771176539.0739722,14800,11.922222137451172
1771189008.237474,15000,11.975151062011719
1771201549.2929807,15200,12.876768112182617
1771212558.9729426,15400,14.233939170837402
1771228373.9518113,15600,14.669797897338867
1771240724.052167,15800,15.006060600280762
1771253063.1001804,16000,15.801212310791016
1771264208.9803057,16200,15.820302963256836
1771274659.0249598,16400,16.583030700683594
1771287219.1599789,16600,17.295757293701172
1771297113.9594119,16800,18.4215145111084
1771309544.039521,17000,19.30363655090332
1771319904.2323773,17200,20.22333335876465
1771330099.111536,17400,21.18858528137207
1771342854.0581703,17600,22.089696884155273
1771352844.1622875,17800,22.9145450592041
1771365224.5069058,18000,23.393232345581055
1771374993.8841958,18200,24.06424331665039
1771384970.7504787,18400,24.922222137451172
1771398403.9903939,18600,25.864545822143555
1771408163.8864572,18800,26.751615524291992
1771420374.2727275,19000,27.480302810668945
1771430562.128667,19200,28.445152282714844
1771441654.0080516,19400,29.419898986816406
1771454184.030163,19600,30.328081130981445
1771464538.917332,19800,31.66010093688965
1771477316.5510678,20000,32.91050338745117
