Wall time,Step,Value
1770067683.9529288,200,0.27068766951560974
1770083569.5049214,400,0.19496822357177734
1770093967.4990127,500,0.19719615578651428
1770102324.1660898,600,0.1723821461200714
1770118573.9085164,800,0.1495111882686615
1770136544.8806489,1000,0.16036328673362732
1770155549.582368,1200,0.1843944936990738
1770172339.2000265,1400,0.22357547283172607
1770182595.5056057,1500,0.26397839188575745
1770192209.1127112,1600,0.18134178221225739
1770313289.0314193,1800,0.33215299248695374
1770331116.663311,2000,0.42375698685646057
1770346719.6605322,2200,0.5017528533935547
1770362839.5431173,2400,0.6712185144424438
1770372593.9846036,2500,0.9194067120552063
1770380124.0850945,2600,0.7096306085586548
1770396389.2638285,2800,1.1022952795028687
1770414184.324695,3000,1.3786046504974365
1770429814.6318154,3200,1.2727055549621582
1770445454.1091633,3400,1.2845350503921509
1770455132.676562,3500,1.609879493713379
1770463049.1014144,3600,2.5835108757019043
1770478264.0350215,3800,2.3035106658935547
1770496364.9231212,4000,2.372109889984131
1770511289.133461,4200,3.558769464492798
1770525854.070427,4400,3.47002911567688
1770535889.9188113,4500,3.897312641143799
1770543039.1286845,4600,4.398075580596924
1770557789.1989431,4800,4.571666717529297
1770574855.453688,5000,3.4984822273254395
1770590899.1789699,5200,4.496654510498047
1770608989.4832754,5400,3.7019107341766357
1770619529.9265423,5500,4.6439208984375
1770626329.0662189,5600,4.445405006408691
1770639614.1886203,5800,7.295486927032471
1770654794.107206,6000,5.738581657409668
1770667599.1080346,6200,4.624208450317383
1770680049.176732,6400,5.679253101348877
1770688383.1522415,6500,5.254134178161621
1770694179.048199,6600,4.972027778625488
1770705774.1201396,6800,3.685009479522705
1770719678.3900375,7000,4.445931434631348
1770731689.1265905,7200,6.077218055725098
1770744869.0664215,7400,4.909697532653809
1770753102.615555,7500,5.578303813934326
1770758639.0187857,7600,5.942869663238525
1770770819.050401,7800,5.574533939361572
1770783319.3624682,8000,3.6600303649902344
1770794519.092456,8200,5.7920145988464355
1770805384.017675,8400,6.3268303871154785
1770814082.813774,8500,4.981042385101318
1770819719.055779,8600,4.845975399017334
1770830659.2577884,8800,3.0367588996887207
1770843459.4227266,9000,4.480048179626465
1770854409.131201,9200,5.111684799194336
1770864864.0830984,9400,6.145716667175293
1770872360.465643,9500,3.495511770248413
1770878249.1332932,9600,4.5175065994262695
1770888714.0760784,9800,5.982336044311523
1770901500.507278,10000,4.063277244567871
1770911484.0213072,10200,6.201986312866211
1770922229.5600848,10400,6.149816513061523
1770929178.4881732,10500,4.0049567222595215
1770933988.909499,10600,4.595992565155029
1770944653.9582357,10800,3.731477737426758
1770959320.8802457,11000,6.021784782409668
1770970483.92561,11200,3.6065738201141357
1770980844.0043685,11400,5.349250793457031
1770988206.1033096,11500,5.1912617683410645
1770993114.7451313,11600,3.4184064865112305
1771003559.1323035,11800,2.9947562217712402
1771015588.7973282,12000,2.8323280811309814
1771025659.0648034,12200,4.147791862487793
1771038459.0396988,12400,2.880751848220825
1771045703.7296596,12500,3.8199613094329834
1771050384.1365328,12600,5.906730651855469
1771061049.1819353,12800,4.3904852867126465
1771074164.1318872,13000,1.0275837182998657
1771084649.4742925,13200,2.243213176727295
1771095379.0970623,13400,3.189852237701416
1771102775.570207,13500,2.695913791656494
1771108159.025314,13600,2.652425765991211
1771118729.0503397,13800,2.5330872535705566
1771131033.0794291,14000,4.6075005531311035
1771140834.007712,14200,1.839125394821167
1771151979.0025823,14400,4.4338459968566895
1771160218.756788,14500,1.7110402584075928
1771165068.9570835,14600,3.62308669090271
1771176539.0740106,14800,3.1440417766571045
1771189008.235469,15000,2.8104803562164307
1771201549.293019,15200,3.08693528175354
1771212558.9729967,15400,3.0589234828948975
1771223034.1664984,15500,2.4576125144958496
1771228373.9518495,15600,2.1691863536834717
1771240724.052205,15800,3.2838451862335205
1771253063.097706,16000,2.8086397647857666
1771264208.9803433,16200,2.2471635341644287
1771274659.0249972,16400,3.886406421661377
1771281928.5836961,16500,1.9266633987426758
1771287219.160017,16600,3.5641977787017822
1771297113.95945,16800,2.937619209289551
1771309544.0374315,17000,1.4433153867721558
1771319904.2324147,17200,2.5336239337921143
1771330099.11158,17400,1.7464940547943115
1771337689.9471776,17500,2.6989266872406006
1771342854.0582092,17600,1.1970962285995483
1771352844.162324,17800,3.1386520862579346
1771365224.50359,18000,1.3897806406021118
1771374993.8842347,18200,1.012030005455017
1771384970.7505193,18400,2.691012382507324
1771392745.9137444,18500,1.5467742681503296
1771398403.9904323,18600,0.9973479509353638
1771408163.8864949,18800,2.867310047149658
1771420374.2688289,19000,2.735414505004883
1771430562.1287057,19200,1.8723430633544922
1771441654.008105,19400,3.279503107070923
1771449135.0131836,19500,4.388784408569336
1771454184.0302017,19600,1.6231242418289185
1771464538.9173703,19800,2.1796743869781494
1771477316.5423372,20000,1.124145746231079
