Wall time,Step,Value
1772731653.0586529,600,0.24407631158828735
1772731653.2341895,1200,0.16244113445281982
1772731653.4092007,1800,0.05385097861289978
1772731653.584346,2400,0.05396304279565811
1772731653.762403,3000,0.0195518359541893
1772731653.939606,3600,0.013435464352369308
1772731654.1170516,4200,0.01641586795449257
1772731654.2945328,4800,0.009352756664156914
1772731654.4719472,5400,0.014996713027358055
1772731654.6488442,6000,0.004770919680595398
1772731654.8274186,6600,0.0055456566624343395
1772731655.0054615,7200,0.008830596692860126
1772731655.1834438,7800,0.010349676944315434
1772731655.3608763,8400,0.0021495830733329058
1772731655.5387337,9000,0.001219211146235466
1772731655.7174637,9600,0.015541567467153072
1772731655.9048693,10200,0.037880245596170425
1772731656.098097,10800,0.011361556127667427
1772731656.2771397,11400,0.005929762497544289
1772731656.4551582,12000,0.002539180452004075
1772731656.6327877,12600,0.003387957811355591
1772731656.8102372,13200,0.002643585205078125
1772731656.988435,13800,0.007521577179431915
1772731657.1676412,14400,0.018084613606333733
1772731657.3470356,15000,0.0026388922706246376
1772731657.5257068,15600,0.00637910608202219
1772731657.7033925,16200,0.0017244371119886637
1772731657.880509,16800,0.0014010125305503607
1772731658.0606203,17400,0.0014868563739582896
1772731658.240185,18000,0.005394987761974335
1772731658.4212854,18600,0.002414967631921172
1772731658.601012,19200,0.010095478966832161
1772731658.7806022,19800,0.0036261084023863077
1772731658.9607902,20400,0.011088807135820389
1772731659.1400828,21000,0.030728932470083237
1772731659.3188057,21600,0.004561659414321184
1772731659.496461,22200,0.01452111266553402
1772731659.673827,22800,0.01165834628045559
1772731659.8516688,23400,0.007846785709261894
1772731660.0302637,24000,0.003877952229231596
1772731660.209117,24600,0.01092007290571928
1772731660.3877826,25200,0.0261173564940691
1772731660.5703397,25800,0.004275702405720949
1772731660.7493927,26400,0.0044909934513270855
1772731660.9296522,27000,0.005067439749836922
1772731661.1075952,27600,0.002491651102900505
1772731661.2857723,28200,0.0027344124391674995
1772731661.4632895,28800,0.00790280383080244
1772731661.641249,29400,0.008730020374059677
1772731661.8200786,30000,0.32030177116394043
1772731661.9981437,30600,0.01554584689438343
1772731662.1758797,31200,0.02193579450249672
1772731662.3532739,31800,0.013169195502996445
1772731662.5308073,32400,0.010079974308609962
1772731662.7086878,33000,0.008448036387562752
1772731662.8886514,33600,0.017048541456460953
1772731663.0664837,34200,0.01393674686551094
1772731663.2441034,34800,0.008013667538762093
1772731663.421894,35400,0.004089632071554661
1772731663.6004424,36000,0.027029607445001602
1772731663.778457,36600,0.004746080841869116
1772731663.9580982,37200,0.010240666568279266
1772731664.1383653,37800,0.008659291081130505
1772731664.3188457,38400,0.008011450059711933
1772731664.4993298,39000,0.015593061223626137
1772731664.6798537,39600,0.02726575918495655
1772731664.8606803,40200,0.033156558871269226
1772731665.0421445,40800,0.021072864532470703
1772731665.2195055,41400,0.022073108702898026
1772731665.3971865,42000,0.02243071421980858
1772731665.5750017,42600,0.022693322971463203
1772731665.7526948,43200,0.025044690817594528
1772731665.930611,43800,0.025922885164618492
1772731666.1091049,44400,0.020967764779925346
1772731666.2874799,45000,0.015637818723917007
1772731666.4660292,45600,0.017987078055739403
1772731666.644247,46200,0.01478490699082613
1772731666.8217592,46800,0.020223522558808327
1772731666.9996104,47400,0.016958272084593773
1772731667.1779208,48000,0.03614824637770653
1772731667.369652,48600,0.013892721384763718
1772731667.5485094,49200,0.01876203343272209
1772731667.727069,49800,0.015999171882867813
1772731667.8173287,50000,0.33173227310180664
1772731667.9377766,50400,0.04392154514789581
1772731668.1166077,51000,0.01588432304561138
1772731668.2963555,51600,0.03153844550251961
1772731668.4757326,52200,0.029555222019553185
1772731668.654359,52800,0.01893806830048561
1772731668.833194,53400,0.05791778117418289
1772731669.0125115,54000,0.03602706268429756
1772731669.1918173,54600,0.04125741124153137
1772731669.371317,55200,0.035003095865249634
1772731669.5539038,55800,0.01751292310655117
1772731669.7331011,56400,0.03765249252319336
1772731669.9132495,57000,0.053653307259082794
1772731670.0949152,57600,0.01805030182003975
1772731670.2753263,58200,0.09807954728603363
1772731670.4562595,58800,0.018168924376368523
1772731670.6384065,59400,0.051477015018463135
1772731670.8208988,60000,0.24763596057891846
