Wall time,Step,Value
1767052354.1712525,200,0.10731431096792221
1767068234.037976,400,0.05077459290623665
1767080460.5096114,500,0.05252851918339729
1767088309.1490636,600,0.042552314698696136
1767104308.9584496,800,0.07225339114665985
1767122828.999563,1000,0.13171695172786713
1767139099.0787385,1200,0.18959356844425201
1767155124.1418195,1400,0.2335972636938095
1767165616.1232855,1500,0.19351637363433838
1767173708.9187884,1600,0.24102964997291565
1767190029.1962757,1800,0.23234157264232635
1767208221.5066042,2000,0.3234339952468872
1767224214.06332,2200,0.3077910244464874
1767240009.5038538,2400,0.36571845412254333
1767250396.8356197,2500,0.3658747375011444
1767258254.0390553,2600,0.3678432106971741
1767273729.032101,2800,0.43822628259658813
1767291473.1752634,3000,0.4098334312438965
1767320749.0468764,3200,0.39732837677001953
1767336209.0612745,3400,0.45566996932029724
1767346177.4539092,3500,0.4948151111602783
1767354003.9680438,3600,0.5216700434684753
1767369169.0425594,3800,0.46207311749458313
1767386347.311276,4000,0.5144757628440857
1767401509.1046398,4200,0.6048786640167236
1767416239.0891583,4400,0.6458897590637207
1767425898.4314194,4500,0.6185044646263123
1767432929.0604415,4600,0.6102380752563477
1767448673.9801126,4800,0.6408290863037109
1767466280.5411847,5000,0.5863229036331177
1767481259.063231,5200,0.61834317445755
1767495569.0378273,5400,0.6690257787704468
1767506723.3142598,5500,0.7507995963096619
1767513898.973051,5600,0.8771536946296692
1767528228.942097,5800,0.6945796608924866
1767545968.0614512,6000,0.764504075050354
1767560668.9474497,6200,0.8364740014076233
1767574284.6662476,6400,0.643557608127594
1767583368.787509,6500,0.8425372838973999
1767589954.0293162,6600,0.6333758234977722
1767602519.0060227,6800,0.7901374697685242
1767618775.5074475,7000,0.8631304502487183
1767632063.9736357,7200,0.8671236038208008
1767645159.0580626,7400,0.7857277393341064
1767653938.9434612,7500,0.8841288685798645
1767660349.0720851,7600,0.8466808199882507
1767672459.0149634,7800,0.6477067470550537
1767687703.756375,8000,0.7806775569915771
1767701153.9906442,8200,0.669421911239624
1767714234.2525055,8400,0.7652663588523865
1767724220.5195255,8500,0.7876205444335938
1767730598.9567652,8600,0.7455947399139404
1767742148.9667952,8800,0.7448093891143799
1767755726.5806181,9000,0.8868235349655151
1767768119.0322554,9200,0.8308301568031311
1767780918.9840336,9400,0.7827739715576172
1767789268.5150626,9500,0.7397513389587402
1767795514.4553423,9600,0.864866316318512
1767807523.2983875,9800,0.9700406789779663
1767822510.1347888,10000,0.6085127592086792
1767834964.1894288,10200,1.0801112651824951
1767848048.9609363,10400,0.9661237001419067
1767856015.5446534,10500,0.7730507254600525
1767861773.9011204,10600,0.9735214710235596
1767875324.0191457,10800,0.8272765278816223
1767889033.2623367,11000,0.8511381149291992
1767901718.957018,11200,0.8346434831619263
1767913648.974294,11400,1.004194736480713
1767924455.3762753,11500,1.3746705055236816
1767930863.9970653,11600,1.2563819885253906
1767942778.8849132,11800,0.8897503614425659
1767957882.6757123,12000,1.1999651193618774
1767971218.9388447,12200,1.0498316287994385
1767983384.0367558,12400,1.0520378351211548
1767993821.084299,12500,0.9615658521652222
1767999809.041441,12600,0.9727555513381958
1768012974.0470972,12800,1.0229251384735107
1768028248.652507,13000,0.6868512034416199
1768039414.0296912,13200,0.8999974727630615
1768051609.0042706,13400,0.832451343536377
1768060496.763644,13500,1.0843896865844727
1768066339.1162148,13600,1.5750410556793213
1768078713.931998,13800,0.9736060500144958
1768093168.1752899,14000,0.812824010848999
1768105309.0233529,14200,0.8860834836959839
1768116893.8686259,14400,1.0596357583999634
1768126106.0791264,14500,1.2492218017578125
1768132679.0381048,14600,0.8712874054908752
1768144944.3405669,14800,0.9107528924942017
1768159895.516696,15000,1.1410537958145142
1768172619.1072886,15200,0.685631513595581
1768185323.981302,15400,0.9134907722473145
1768193994.6557977,15500,1.047987699508667
1768200678.9672413,15600,1.4467263221740723
1768212919.0346136,15800,0.9136930704116821
1768228192.843455,16000,0.7532322406768799
1768240188.9800355,16200,0.8732112050056458
1768252373.9409611,16400,1.1692627668380737
1768260989.7341583,16500,1.0589749813079834
1768266974.0373113,16600,0.6523323655128479
1768279159.0548122,16800,0.8694636821746826
1768293970.5326645,17000,1.0398248434066772
1768306219.1926172,17200,0.973975658416748
1768318749.0122387,17400,0.6361599564552307
1768328750.5461454,17500,0.7723851203918457
1768334449.1690333,17600,1.140206217765808
1768348114.1395977,17800,0.6340505480766296
1768363220.443652,18000,0.984073281288147
1768375573.8144226,18200,0.7539154291152954
1768388808.9836185,18400,0.9074171781539917
1768398671.8170185,18500,0.9920662641525269
1768404388.943088,18600,0.7463886141777039
1768417174.050332,18800,0.9966748952865601
1768433780.6939816,19000,0.7639994025230408
1768446759.0177875,19200,0.8703368902206421
1768459124.020204,19400,0.8447567224502563
1768467523.191391,19500,0.5901588201522827
1768473904.0059497,19600,1.0585095882415771
1768486483.9482212,19800,0.8041197657585144
1768502555.551044,20000,0.6787481307983398
