timestamp,episode,step,obs_action,obs_cpu,obs_memory,obs_response_time,obs_cpu_delta,obs_memory_delta,obs_rt_delta,action,reward,next_obs_action,next_obs_cpu,next_obs_memory,next_obs_response_time,next_obs_cpu_delta,next_obs_memory_delta,next_obs_rt_delta,terminated,truncated,cpu,memory,response_time,replicas
2026-01-21T07:51:13.911490,1,1,0.020202020183205605,0.002565049799159169,0.0662994384765625,0.0,0.0,0.0,0.0,8,0.9191919191919192,0.08080808073282242,0.0038680012803524733,0.0660552978515625,0.0,0.001302951481193304,-0.000244140625,0.0,False,False,0.38680013005853253,6.60552978515625,0.0,2
2026-01-21T07:52:33.953880,1,2,0.08080808073282242,0.0038680012803524733,0.0660552978515625,0.0,0.001302951481193304,-0.000244140625,0.0,77,0.2222222222222222,0.7777777910232544,0.004189918749034405,0.06502075493335724,0.0,0.0003219174686819315,-0.0010345429182052612,0.0,False,False,0.41899189396747727,6.5020751953125,0.0,15
2026-01-21T07:53:59.005269,1,3,0.7777777910232544,0.004189918749034405,0.06502075493335724,0.0,0.0003219174686819315,-0.0010345429182052612,0.0,65,0.3434343434343434,0.6565656661987305,0.004096921533346176,0.06477203220129013,0.0,-9.299721568822861e-05,-0.00024872273206710815,0.0,False,False,0.4096921557072176,6.477203369140626,0.0,13
2026-01-21T07:55:24.020327,1,4,0.6565656661987305,0.004096921533346176,0.06477203220129013,0.0,-9.299721568822861e-05,-0.00024872273206710815,0.0,43,0.5656565656565656,0.4343434274196625,0.003797330195084214,0.06534729152917862,0.0,-0.00029959133826196194,0.0005752593278884888,0.0,False,False,0.3797330182731505,6.534729003906251,0.0,9
2026-01-21T07:56:04.623263,1,5,0.4343434274196625,0.003797330195084214,0.06534729152917862,0.0,-0.00029959133826196194,0.0005752593278884888,0.0,43,0.5656565656565656,0.4343434274196625,0.004118121694773436,0.06482239067554474,0.0,0.0003207914996892214,-0.0005249008536338806,0.0,False,False,0.411812182545224,6.482238769531251,0.0,9
2026-01-21T07:57:24.016003,1,6,0.4343434274196625,0.004118121694773436,0.06482239067554474,0.0,0.0003207914996892214,-0.0005249008536338806,0.0,85,0.14141414141414144,0.8585858345031738,0.003851245390251279,0.06464080512523651,0.0,-0.0002668763045221567,-0.00018158555030822754,0.0,False,False,0.385124541523026,6.464080810546875,0.0,17
2026-01-21T07:58:49.125293,1,7,0.8585858345031738,0.003851245390251279,0.06464080512523651,0.0,-0.0002668763045221567,-0.00018158555030822754,0.0,8,0.9191919191919192,0.08080808073282242,0.00622180849313736,0.06646118313074112,0.21175000071525574,0.0023705631028860807,0.0018203780055046082,0.21175000071525574,False,False,0.6221808516180303,6.646118164062501,21.175,2
2026-01-21T08:00:09.041390,1,8,0.08080808073282242,0.00622180849313736,0.06646118313074112,0.21175000071525574,0.0023705631028860807,0.0018203780055046082,0.21175000071525574,69,0.303030303030303,0.6969696879386902,0.00421814015135169,0.06942138820886612,0.2350393831729889,-0.0020036683417856693,0.002960205078125,0.023289382457733154,False,False,0.4218140270954111,6.942138671875001,23.503937984508287,14
2026-01-21T08:02:04.284469,1,9,0.6969696879386902,0.00421814015135169,0.06942138820886612,0.2350393831729889,-0.0020036683417856693,0.002960205078125,0.023289382457733154,20,0.797979797979798,0.20202019810676575,0.10270534455776215,0.48224639892578125,0.25562500953674316,0.09848720580339432,0.4128250181674957,0.020585626363754272,False,False,10.270534167340676,48.224639892578125,25.5625,4
2026-01-21T08:03:28.958265,1,10,0.20202019810676575,0.10270534455776215,0.48224639892578125,0.25562500953674316,0.09848720580339432,0.4128250181674957,0.020585626363754272,9,0.9090909090909091,0.09090909361839294,0.15660081803798676,0.5516036748886108,0.192232146859169,0.05389547348022461,0.06935727596282959,-0.06339286267757416,False,False,15.660081115775082,55.160369873046875,19.22321428571429,2
